Issue Type,Issue key,Issue id,Summary,Description,Status,Created,Assignee,Assignee Id,Reporter,Reporter Id,Priority,Resolution,Updated,Labels,Labels,Labels,Due date,Custom field (Begin Date),Sprint,Sprint,Parent,Parent summary
Test,IR-1302,64321,"Test case to verify for HILCO replenishment ,when the  Requested quantity is zero doesn't move to on order","Test case to verify for HILCO replenishment ,when the  Requested quantity is zero doesn't move to on order.

Related ticket- [https://stanton.atlassian.net/browse/IR-1007|https://stanton.atlassian.net/browse/IR-1007|smart-link] ",Done,17/Dec/24 9:31 AM,Nimmi Joseph,712020:c3e5eacc-61f8-40ad-a028-b35e4fec2257,Nimmi Joseph,712020:c3e5eacc-61f8-40ad-a028-b35e4fec2257,Medium,Done,18/Dec/24 7:43 AM,,,,,,Release_0014,,,
Sub-task,IR-1300,64319,UI changes: check for total available count for refer a friend club on care details page ,,Done,17/Dec/24 8:53 AM,Monika Goyal,642a87ef22330bdf97ab286a,Dharmik Ginoya,712020:069ef254-4266-4cb4-b69f-1cd04365bede,Medium,Done,18/Dec/24 12:16 PM,,,,18/Dec/24 12:00 AM,,Release_0014,,62769,Loyalty Club : Rows are not updating correctly when loyalty club is redeemed.
Test,IR-1270,64275,"TP/T - Mobile - Multiple screens do not go back to the top of the screen when advancing next, for example medical form","TP/T - Mobile - Multiple screens do not go back to the top of the screen when advancing next, for example medical form

Multiple screens do not go back to the top of the screen when advancing next as Below mentioned :

# When selected the Book Appointment for someone else or as Guest then selected the time slot and click on the next then screen remains at the bottom
# While Filling the medical form and then after filling the Eye Health section then screen remains at the bottom for the General Health and Social History section and after filling the medical form then also screen remains at the bottom
# While clicking on the Pagination number for the next page then also screen remains at the bottom , applicable for all the section where pagination present ( For example : Favorites , My Appointments , Order History , etc)

 

!image-20240827-104227.png|width=263,height=558,alt=""image-20240827-104227.png""!",Done,16/Dec/24 9:37 AM,Rajeev Singh,712020:ccb030da-99b6-4302-b579-06d9c0bca914,Rajeev Singh,712020:ccb030da-99b6-4302-b579-06d9c0bca914,Medium,Done,18/Dec/24 9:31 AM,,,,,,Release_0014,,,
Test Bug,IR-1269,64274,Favorites[Patient Login] : Few cases are not working with Favorites,"Few cases are not working with Favorites : 

# After doing refresh two times or sometime one time then heart shape icon is getting
deselected from the Eye Health and contacts  catalog page 
# After doing the sign out then doing the logged in then heart shape
icon is getting deselected from the Eye Health and contacts and Eyeglasses, sunglasses catalog page 
# After clicking on the remove from the Favorite(under My Account)  then it is throwing product not found error
# Products which is having default image in Eye Health then is not displaying in the favorites sections",Done,16/Dec/24 8:58 AM,Namrata Maurya,642a85341993b61a5309ad8f,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,High,Done,18/Dec/24 10:19 AM,,,,18/Dec/24 12:00 AM,,Release_0014,,45434,IRIS - Patient Module - Phase 2
Sub-task,IR-1262,64267,4. UAT-Release_0014 - Post Deployment Verification (UAT),,Done,16/Dec/24 5:37 AM,Amit Kumar,712020:36744825-4fb7-42d6-8e26-fc9ae0a08869,Rahul Roy,712020:a9184712-7918-43f6-9e3a-54c74200f533,Medium,Done,17/Dec/24 1:12 AM,,,,17/Dec/24 12:00 AM,,Release_0014,,64262,Release_0014 -  Dev to UAT Deployment
Sub-task,IR-1261,64266,3. UAT-Release_0014 - Data Script Execution to UAT,,Done,16/Dec/24 5:37 AM,Soumen Bose,712020:e167c732-8ced-40f1-9937-dd5eecf1c665,Rahul Roy,712020:a9184712-7918-43f6-9e3a-54c74200f533,Medium,Done,17/Dec/24 8:24 AM,,,,17/Dec/24 12:00 AM,,Release_0014,,64262,Release_0014 -  Dev to UAT Deployment
Sub-task,IR-1260,64265,2. UAT-Release_0014 - Deployment to UAT,,Done,16/Dec/24 5:37 AM,Amit Kumar,712020:36744825-4fb7-42d6-8e26-fc9ae0a08869,Rahul Roy,712020:a9184712-7918-43f6-9e3a-54c74200f533,Medium,Done,17/Dec/24 1:11 AM,,,,17/Dec/24 12:00 AM,,Release_0014,,64262,Release_0014 -  Dev to UAT Deployment
Sub-task,IR-1259,64264,1.2 UAT-Release_0014 - Code Merge (Frontend),,Done,16/Dec/24 5:37 AM,Ayush Singh,63c4c18ce28ec74364cba274,Rahul Roy,712020:a9184712-7918-43f6-9e3a-54c74200f533,Medium,Done,16/Dec/24 10:27 AM,,,,16/Dec/24 12:00 AM,,Release_0014,,64262,Release_0014 -  Dev to UAT Deployment
Sub-task,IR-1258,64263,1.1 UAT-Release_0014 - Code Merge (Backend),,Done,16/Dec/24 5:36 AM,Sumit Singh,557058:d4c0e691-6e6d-40a8-89ce-f163bad9d100,Rahul Roy,712020:a9184712-7918-43f6-9e3a-54c74200f533,Medium,Done,16/Dec/24 10:16 AM,,,,16/Dec/24 12:00 AM,,Release_0014,,64262,Release_0014 -  Dev to UAT Deployment
Task,IR-1257,64262,Release_0014 -  Dev to UAT Deployment,Dev to UAT deployment of Sprint R-14,Done,16/Dec/24 5:35 AM,Heyat Afroz,712020:335790bc-5217-45d0-a5ed-eb24841035fb,Rahul Roy,712020:a9184712-7918-43f6-9e3a-54c74200f533,Medium,Done,17/Dec/24 8:25 AM,,,,18/Dec/24 12:00 AM,,Release_0014,,63699,Lower Environment Deployment - Tasks
Test,IR-1245,64246,TP/T - Mobile / Tablet (Portrait) - Guided Sale : Few cases with the camera are not working after connecting with the Agent,,Done,14/Dec/24 7:33 AM,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,Medium,Done,17/Dec/24 10:19 AM,,,,,,Release_0014,,,
Test,IR-1244,64245,TP/T - Support for Multiple Domain Access in Guided Sales for Patient and Agent,,Testing,14/Dec/24 4:20 AM,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,Medium,,26/Dec/24 8:36 AM,,,,,,Release_0014,,62680,IRIS I Guided Sales
Test,IR-1243,64244,TP/T - Add Refresh Functionality to Table Grid on Remaining Pages,"As a user of the application,
We want to be able to refresh the data displayed in the table grid on all remaining pages,
so that I can view the most up-to-date information without having to navigate away or reload the entire page.

 

[https://nowoptics-my.sharepoint.com/:x:/p/smajhi/EUd5J1x3AZFBkaowe_TSsCwBmOGm6bBrNAQKlk31nCdqdg?e=ccHovR|https://nowoptics-my.sharepoint.com/:x:/p/smajhi/EUd5J1x3AZFBkaowe_TSsCwBmOGm6bBrNAQKlk31nCdqdg?e=ccHovR|smart-link]",Done,13/Dec/24 11:40 PM,Rajeev Singh,712020:ccb030da-99b6-4302-b579-06d9c0bca914,Rajeev Singh,712020:ccb030da-99b6-4302-b579-06d9c0bca914,Medium,Done,17/Dec/24 9:29 AM,,,,,,Release_0014,,,
Test,IR-1240,64236,TP/T - Customer/Support- Enhancement/Feedback from UAT stakeholders,,Done,13/Dec/24 7:25 AM,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,Medium,Done,18/Dec/24 3:03 AM,,,,,,Release_0014,,,
Test,IR-1239,64235,TP/T - Guided Sale [Mobile View] : When promo is been displayed then user is not able to click on the cross button to cancel it,,Done,13/Dec/24 7:24 AM,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,Medium,Done,24/Dec/24 3:03 AM,,,,,,Release_0014,,,
Test,IR-1238,64234,TP/T - My Account: Favorites[Patient Login] : Favorites should be added to category pages for Eye Health and Contacts,,Done,13/Dec/24 7:23 AM,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,Medium,Done,18/Dec/24 10:14 AM,,,,,,Release_0014,,,
Test,IR-1237,64233,TP/T - Mobile Landscape view - Guided sale - Patient is not able to view agent's name and video,,Done,13/Dec/24 7:21 AM,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,Medium,Done,24/Dec/24 3:21 AM,,,,,,Release_0014,,,
Test,IR-1236,64232,TP/T - Data Fix : Change the payment tender type and balance due For Order Group Id : 15008755,,Ready For Test,13/Dec/24 7:20 AM,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,Medium,,14/Dec/24 7:30 AM,,,,,,Release_0014,,,
Test,IR-1235,64231,TP/T - Error Message on Dispensing Order,,Ready For Test,13/Dec/24 7:19 AM,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,Medium,,16/Dec/24 11:24 AM,,,,,,Release_0014,,,
Test,IR-1234,64230,TP/T - Order I Lens Selection UI,,Done,13/Dec/24 7:17 AM,Roma Kishnani,712020:48ad98dc-4b9a-4621-a630-411e9951b0f3,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,Medium,Done,23/Dec/24 1:21 AM,,,,,,Release_0014,,,
Enhancement,IR-1232,64226,Support for Multiple Domain Access in Guided Sales for Patient and Agent,"Enable support for patients accessing the guided sales platform via [*https://www.stantonoptical.com/*|https://www.stantonoptical.com/], while agents join from [*https://pilot.stantonoptical.com/*|https://pilot.stantonoptical.com/]. This will allow seamless interaction and consistent functionality across two different domains, ensuring a smooth guided sales experience for both the patient and the agent.",Ready For Test,13/Dec/24 5:11 AM,Debiprasad Dash,712020:36ba4a52-ed6c-456b-9d6c-0862889d1c1f,Roma Kishnani,712020:48ad98dc-4b9a-4621-a630-411e9951b0f3,Medium,,26/Dec/24 10:05 AM,,,,13/Dec/24 12:00 AM,,Release_0014,,62680,IRIS I Guided Sales
Test,IR-1231,64225,TP/T - VTO (Associate User) : After clicking on the Buy Now then should land on the PDP,"As an Associate login when click on the Buy Now then it should land on the PDP page , currently landing on the below page",Done,13/Dec/24 4:09 AM,Rajeev Singh,712020:ccb030da-99b6-4302-b579-06d9c0bca914,Rajeev Singh,712020:ccb030da-99b6-4302-b579-06d9c0bca914,Low,Done,18/Dec/24 9:30 AM,,,,,,Release_0014,,,
Test,IR-1213,64207,TP/T - Appointment Scheduler : Not able to book an appointment after updating the working hours for the day which is having the additional working hour configured,Associate user is not able to book an appointment for the patient for the day which is having already existing working hours but associate is able to view the slot but throwing an error below,Done,13/Dec/24 3:30 AM,Rajeev Singh,712020:ccb030da-99b6-4302-b579-06d9c0bca914,Rajeev Singh,712020:ccb030da-99b6-4302-b579-06d9c0bca914,High,Done,17/Dec/24 9:21 AM,,,,,,Release_0014,,,
Test,IR-1211,64205,TP/T - Home I Select Store I Associate Should See Stores within a 50-Mile Radius When Searching by City or Zip Code,,Done,13/Dec/24 2:55 AM,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,Medium,Done,24/Dec/24 2:36 AM,,,,,,Release_0014,,,
Test Bug,IR-1209,64201,Guided Sale : As a Patient logged in and connected with agent and then patient sign out then Still the patient is connected with Agent ,As a Patient logged in and then connected with the agent and then patient is doing the sign out but still patient is in call with agent ,Deprecate,13/Dec/24 2:09 AM,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,High,Not Needed,16/Dec/24 9:42 AM,,,,,,Release_0014,,,
Sub-task,IR-1207,64200,UI: changes for add checkbox in store setup ,,Done,13/Dec/24 2:07 AM,Namrata Maurya,642a85341993b61a5309ad8f,Dharmik Ginoya,712020:069ef254-4266-4cb4-b69f-1cd04365bede,Medium,Done,16/Dec/24 10:22 AM,,,,14/Dec/24 12:00 AM,,Release_0014,,64019,Request to update logic for not send communication for inactive stores for the scheduled communication
Sub-task,IR-1206,64199,API: Backend changes ,,Done,13/Dec/24 2:06 AM,Dharmik Ginoya,712020:069ef254-4266-4cb4-b69f-1cd04365bede,Dharmik Ginoya,712020:069ef254-4266-4cb4-b69f-1cd04365bede,Medium,Done,16/Dec/24 2:30 AM,,,,14/Dec/24 12:00 AM,,Release_0014,,64019,Request to update logic for not send communication for inactive stores for the scheduled communication
Test,IR-1183,64156,"Test case to verify the prefixing of """"F"" to the license plate number in XML for DC edge SP orders","Test case to verify the prefixing of """"F"" to the license plate number in XML for DC edge SP orders.

Related ticket- [https://stanton.atlassian.net/browse/IR-786|https://stanton.atlassian.net/browse/IR-786|smart-link] 

DC Complete Job- no change

DC edge job- Append “F”

DC Remote edge - No change

Remake Dc edge job - Append “F”

REjected DC Complete Job- no change

Rejected DC edge job- Append “F”

Rejected DC Remote edge - No change

Transferred DC Complete Job- no change

Transferred DC edge job- Append “F”

Transferred DC Remote edge - No change",Testing,12/Dec/24 9:38 AM,Nimmi Joseph,712020:c3e5eacc-61f8-40ad-a028-b35e4fec2257,Nimmi Joseph,712020:c3e5eacc-61f8-40ad-a028-b35e4fec2257,Medium,,20/Dec/24 7:12 AM,Release_0014,,,,,Release_0014,,,
Production Bug,IR-1154,64101,Packing slip- the orders are not getting received at cdc although it is marked as frame received manually ,"pick any order from store active packing slip with status as order processed

FYI- it was working till last release.

as per BRD- 

!image-20241211-125233.png|width=1280,height=720,alt=""image-20241211-125233.png""!",Done,11/Dec/24 7:53 AM,Dilpreet Singh,712020:3c5d9573-527e-47a6-a9a4-d62d172400cf,Megha Gore,712020:783ab445-c354-4fe1-b06f-b1b5a8cbdbd4,High,Done,26/Dec/24 9:55 AM,,,,24/Dec/24 12:00 AM,,Release_0014,,,
Sub-task,IR-1150,64097,Load data into CycleCountBrandType from MasterProduct table ,Need to validate current masterlookup brands are not used in any other table ,Done,11/Dec/24 3:25 AM,Adarsh Yadav,712020:f42cb547-2911-45dd-8430-edc80e91a606,Surbhi Bhasin,63dd1f58c2b1cb6b3471a8f4,Medium,Done,16/Dec/24 3:26 AM,,,,16/Dec/24 12:00 AM,,Release_0014,,63549,Remove mappings of Master lookup brand codes 
Enhancement,IR-1110,64019,Request to update logic for not send communication for inactive stores for the scheduled communication,"*As* a user,
*I want* to add a checkbox for ""Disable Patient Communication"" in the Store Setup,
*so that* when this checkbox is selected, no communication (such as emails, notifications, or messages) will be sent to the patients.



h3. *Acceptance Criteria:*

# *Checkbox Availability:*
#* A checkbox labeled ""Disable Patient Communication"" should be visible in the Store Setup section of the admin interface.
# *Default State:*
#* The checkbox should be unchecked by default when the user accesses the Store Setup page.
# *Functionality:*
#* If the ""Disable Patient Communication"" checkbox is checked, the system must ensure that no communication (emails, SMS, app notifications, etc.) is sent to any patient associated with the store.
#* If the checkbox is unchecked, communication should proceed as usual.",Done,10/Dec/24 4:03 AM,Dharmik Ginoya,712020:069ef254-4266-4cb4-b69f-1cd04365bede,Ram Kumar,6322f87404903f8118c3b16b,Medium,Done,20/Dec/24 1:44 AM,,,,14/Dec/24 12:00 AM,,Release_0014,,62411,IRIS I Patient Communication
Sub-task,IR-1098,64003,Backend changes for lens selection UI changes,,Deprecate,09/Dec/24 7:56 AM,Harshil Gohel,642a83c66d24942109ff2a3b,Harshil Gohel,642a83c66d24942109ff2a3b,Medium,Duplicate,09/Dec/24 8:02 AM,,,,,,Release_0014,,59327,Order I Lens Selection UI
Sub-task,IR-1097,64002,Backend Changes ,,Done,09/Dec/24 7:56 AM,Harshil Gohel,642a83c66d24942109ff2a3b,Ayush Singh,63c4c18ce28ec74364cba274,Medium,Done,18/Dec/24 1:45 AM,,,,17/Dec/24 12:00 AM,,Release_0014,,59327,Order I Lens Selection UI
Sub-task,IR-1095,63999,Check Eligibility for Guided Sales Functionality at the State Level (Customer-Facing),,Done,09/Dec/24 7:03 AM,Debiprasad Dash,712020:36ba4a52-ed6c-456b-9d6c-0862889d1c1f,Ayush Singh,63c4c18ce28ec74364cba274,Medium,Done,12/Dec/24 7:41 AM,,,,13/Dec/24 12:00 AM,,Release_0014,,63993,Guided Sales | Statewise launch
Sub-task,IR-1094,63998,"Add ""Is Guided Sales Enable"" Checkbox to Master Setup at the State Level",,Done,09/Dec/24 7:01 AM,Debiprasad Dash,712020:36ba4a52-ed6c-456b-9d6c-0862889d1c1f,Ayush Singh,63c4c18ce28ec74364cba274,Medium,Done,12/Dec/24 7:07 AM,,,,12/Dec/24 12:00 AM,,Release_0014,,63993,Guided Sales | Statewise launch
Sub-task,IR-1093,63997,Create new API to return if guided sales is enable or not for provided state code,,Done,09/Dec/24 6:50 AM,Varun Kumar Tomar,63c4c124bfdb647eb1d94d1c,Neha Rustagi,557058:4f83ac2d-02af-482b-982e-87dddb04906d,Medium,Done,11/Dec/24 4:51 AM,,,,10/Dec/24 12:00 AM,,Release_0014,,63993,Guided Sales | Statewise launch
Sub-task,IR-1092,63996,"State TAB (master setup) API Changes - GetById,Grid,Add,Edit",,Done,09/Dec/24 6:50 AM,Varun Kumar Tomar,63c4c124bfdb647eb1d94d1c,Neha Rustagi,557058:4f83ac2d-02af-482b-982e-87dddb04906d,Medium,Done,11/Dec/24 10:29 AM,,,,11/Dec/24 12:00 AM,,Release_0014,,63993,Guided Sales | Statewise launch
Enhancement,IR-1090,63993,Guided Sales | Statewise launch,"The launch for the guided sales should be statewise.

In case the location access is not given then we should show the guided sales functionality. 

h3. Requirements:

# *State-Based Configuration*: Ability to activate or deactivate the feature for certain states.
# *Future Rollout*: After the pilot phase, we want to be able to adjust which states have access to the feature based on feedback and performance.",Done,09/Dec/24 6:30 AM,Debiprasad Dash,712020:36ba4a52-ed6c-456b-9d6c-0862889d1c1f,Roma Kishnani,712020:48ad98dc-4b9a-4621-a630-411e9951b0f3,Medium,Done,23/Dec/24 9:32 AM,,,,16/Dec/24 12:00 AM,,Release_0014,,62680,IRIS I Guided Sales
Enhancement,IR-1084,63981,Guided sales - Day wise message update,"The updated message for the eyecare specialist availability should be:



!image-20241209-082712.png|width=330,height=343,alt=""image-20241209-082712.png""!



The message and timing should be configurable",Done,09/Dec/24 3:26 AM,Debiprasad Dash,712020:36ba4a52-ed6c-456b-9d6c-0862889d1c1f,Roma Kishnani,712020:48ad98dc-4b9a-4621-a630-411e9951b0f3,Medium,Done,20/Dec/24 5:08 AM,,,,11/Dec/24 12:00 AM,,Release_0014,,62680,IRIS I Guided Sales
Test Bug,IR-1080,63972,Guided Sale : Agent is able to switch the store from central search bar and Find a  Store from home page and PDP page,"Agent is able to switch the store from central search bar and Find a  Store from home page and not getting the pop up to end the session when changing the store

When landing on the pdp page agent is able to click on the find a store page and able to switch on different store



!image-20241209-090540.png|width=597,height=316,alt=""image-20241209-090540.png""!



Note – It is working fine when clicking on the store locator ",Done,07/Dec/24 9:04 AM,Debiprasad Dash,712020:36ba4a52-ed6c-456b-9d6c-0862889d1c1f,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,High,Done,17/Dec/24 10:59 AM,,,,09/Dec/24 12:00 AM,,Release_0014,,62680,IRIS I Guided Sales
Test Bug,IR-1076,63965,Guided Sale [Mobile View] : When promo is been displayed then user is not able to click on the cross button to cancel it,"As Patient logged in or Guest user when exam is been booked or when frame only or spectacle order is added to the cart then promo is been displayed then user is not able cancel that promo 



!image-20241207-112516.png|width=41.666666666666664%,alt=""image-20241207-112516.png""!",Done,07/Dec/24 6:24 AM,Monika Goyal,642a87ef22330bdf97ab286a,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,Low,Done,24/Dec/24 2:42 AM,,,,11/Dec/24 12:00 AM,,Release_0014,,62680,IRIS I Guided Sales
Test Bug,IR-1075,63964,"Guided Sale : --  After connecting with agent , screen is responding slowly and getting stuck ","As a Patient or guest user after connecting with agent and when agent is not sharing the screen and user is performing action based on the agent guidance then at the patient end screen is responding very slowly and sometimes getting stuck after some time passes and in this case if agent try to share the screen then it is also not getting display to the patient’s end 

Note-- At the very start after connecting with agent and patient is performing some action it is working very smoothly",DEV REVIEW,07/Dec/24 6:12 AM,Amit Kumar,712020:36744825-4fb7-42d6-8e26-fc9ae0a08869,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,Highest,,26/Dec/24 10:06 AM,,,,,,Release_0013,Release_0014,62680,IRIS I Guided Sales
Production Bug,IR-1049,63933,"Intake - For a prod patient Intake form is throwing ""Some Error Occurred"" Message","Intake - For a prod patient Intake form is throwing ""Some Error Occurred"" Message

Prod Patient - 20225223

!Screenshot (1824)-20241205-154055.png|width=1707,height=960,alt=""Screenshot (1824)-20241205-154055.png""!",Done,06/Dec/24 6:59 AM,Tirlochan Singh,712020:47ce8f43-63fa-4844-afd4-a56b885517d8,Rajeev Singh,712020:ccb030da-99b6-4302-b579-06d9c0bca914,Medium,Done,11/Dec/24 2:14 AM,,,,11/Dec/24 12:00 AM,,Release_0014,,63669,IRIS | Medical Form
Story,IR-1029,63894,Fix the autofill of the appointment scheduler ,"We need to adapt Appointment Scheduler to the new order that has Book an eye exam.
Since now the flow to schedule an appointment is:]

# First we request  the type of exam
# Second schedule the time
# And then the date of birth of the patient",Deprecate,05/Dec/24 9:29 AM,Carlos Rocha,63cede590d930a766df0089c,Michelle Calderon,712020:0e12491d-f9bd-4c81-81f8-5bf6350e6276,Medium,Duplicate,11/Dec/24 9:46 AM,,,,,,Release_0014,,62400,IRIS I General Performance
Story,IR-1027,63892,Closed store status not displayed correctly across all sections of the website,"There is an issue where, on days the store is closed, only the status in the working hours in the  submenu bar is updated, while the rest of the sections still appear as open. The expected behavior is for the status to be updated throughout the entire website.

Current behavior: 

Submenu bar “Working hours“ section: 

!image-20241216-193812.png|width=1907,height=914,alt=""image-20241216-193812.png""!

User selects appear as open

!image-20241216-194056.png|width=1288,height=520,alt=""image-20241216-194056.png""!

In the store details appear as open

!image-20241216-194117.png|width=1912,height=925,alt=""image-20241216-194117.png""!

 The tittle In the submenu:

!image-20241216-194327.png|width=1050,height=503,alt=""image-20241216-194327.png""!",Ready For Test,05/Dec/24 9:19 AM,Carlos Rocha,63cede590d930a766df0089c,Michelle Calderon,712020:0e12491d-f9bd-4c81-81f8-5bf6350e6276,Medium,,16/Dec/24 5:21 PM,Marketing,,,06/Dec/24 12:00 AM,,Release_0014,,62400,IRIS I General Performance
Enhancement,IR-1026,63891,Display menu options on hover instead of requiring a click,"We want to show in the menu the sub options available whit the only action to hover over them instead of clicking.

!image-20241205-141558.png|width=1512,height=306,alt=""image-20241205-141558.png""!

Verify only in  desktop devices because on mobile does not exist hover method.

Verify with all the options of the navbar that has sub options.

Verify on different browsers.",Ready For Test,05/Dec/24 9:14 AM,Eduardo Varela,712020:e266ad71-fd58-4f3f-ba64-e5193d1eaa1d,Michelle Calderon,712020:0e12491d-f9bd-4c81-81f8-5bf6350e6276,Medium,,20/Dec/24 9:15 AM,,,,12/Dec/24 12:00 AM,,Release_0014,,62400,IRIS I General Performance
Task,IR-1025,63890,Add a hyperlink to book-eye-exam on /eye-exam/ LP,"We need to add a hyperlink to book-eye-exam on /eye-exam/ LP

In this title for both [Spanish and English].

!image-20241205-140940.png|width=1521,height=565,alt=""image-20241205-140940.png""!

!image-20241205-141006.png|width=1507,height=567,alt=""image-20241205-141006.png""!

Verify the redirects make to /book-eye-exam/.

Verify the behavior on mobile and desktop.

Verify on different browsers.",Tested in DEV,05/Dec/24 9:07 AM,Eduardo Varela,712020:e266ad71-fd58-4f3f-ba64-e5193d1eaa1d,Michelle Calderon,712020:0e12491d-f9bd-4c81-81f8-5bf6350e6276,Medium,,17/Dec/24 2:22 AM,,,,11/Dec/24 12:00 AM,,Release_0014,,62400,IRIS I General Performance
Story,IR-1024,63889,Call center number in the sub-menu is not clickable,"We need to fix that the call center in the submenu of the page will be clickable.

!image-20241205-140042.png|width=757,height=560,alt=""image-20241205-140042.png""!

Make sure that when the user click on try to open an application to call.

!image-20241205-140153.png|width=432,height=210,alt=""image-20241205-140153.png""!

Verify that this look good and work on mobile and desktop. 

Verify that this work on different browser.",Done,05/Dec/24 8:58 AM,Eduardo Varela,712020:e266ad71-fd58-4f3f-ba64-e5193d1eaa1d,Michelle Calderon,712020:0e12491d-f9bd-4c81-81f8-5bf6350e6276,Medium,Done,16/Dec/24 11:47 AM,,,,12/Dec/24 12:00 AM,,Release_0014,,62400,IRIS I General Performance
Test Bug,IR-1020,63885,Appointment Scheduler : Not able to book an appointment after updating the working hours for the day which is having the additional working hour configured,"Associate user is not able to book an appointment for the patient for the day which is having already existing working hours but associate is able to view the slot but throwing an error below 



!image-20241205-125910.png|width=1280,height=620,alt=""image-20241205-125910.png""!",Done,05/Dec/24 8:03 AM,Varun Kumar Tomar,63c4c124bfdb647eb1d94d1c,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,High,Done,17/Dec/24 9:23 AM,,,,11/Dec/24 12:00 AM,,Release_0014,,45438,IRIS - Setup & Configurations - Phase 2
Sub-task,IR-1012,63877,DB changes,,Done,05/Dec/24 4:50 AM,Satya Prakash,642a8b51d774ab7297295ece,Surbhi Bhasin,63dd1f58c2b1cb6b3471a8f4,Medium,Done,16/Dec/24 2:22 AM,,,,12/Dec/24 12:00 AM,,Release_0014,,63549,Remove mappings of Master lookup brand codes 
Sub-task,IR-1011,63876,UI changes to fetch data from MasterBrand table rather than master lookup for cycle count,,Done,05/Dec/24 4:50 AM,Namrata Maurya,642a85341993b61a5309ad8f,Surbhi Bhasin,63dd1f58c2b1cb6b3471a8f4,Medium,Done,09/Dec/24 9:33 AM,,,,09/Dec/24 12:00 AM,,Release_0014,,63549,Remove mappings of Master lookup brand codes 
Sub-task,IR-1010,63875,Need to remove reference of master lookup for Frame brand in CycleCountStoreBrandType table,,Done,05/Dec/24 4:34 AM,Satya Prakash,642a8b51d774ab7297295ece,Surbhi Bhasin,63dd1f58c2b1cb6b3471a8f4,Medium,Done,16/Dec/24 10:35 AM,,,,16/Dec/24 12:00 AM,,Release_0014,,63549,Remove mappings of Master lookup brand codes 
Production Bug,IR-1007,63870,IRIS -- HILCO replenishment When Requested quantity is zero it' still moving to on order,"

!image-20241205-064756.png|width=1644,height=383,alt=""image-20241205-064756.png""!",Done,05/Dec/24 1:46 AM,Satya Prakash,642a8b51d774ab7297295ece,Satya Prakash,642a8b51d774ab7297295ece,Medium,Done,20/Dec/24 12:18 PM,,,,07/Dec/24 12:00 AM,,Release_0014,,62400,IRIS I General Performance
Test Bug,IR-997,63850,Mobile Landscape view - Guided sale - Patient  is not able to view agent's name and video,"As a Patient and guest user when connected with agent not able to view the Agent’s name and video section 





!image-20241204-150100.png|width=1600,height=720,alt=""image-20241204-150100.png""!",Done,04/Dec/24 10:02 AM,Monika Goyal,642a87ef22330bdf97ab286a,Gaurav Biyani,712020:644ea5a5-5969-44af-a95f-20953bc576c5,High,Done,24/Dec/24 2:43 AM,,,,07/Dec/24 12:00 AM,,Release_0014,,,
Production Bug,IR-995,63847,Scheduler Setup: If non working hours are closed for one lane then while scheduling doctor shift it is considering all  lanes closed and gives error day is marked as holiday.,"If non working hours are closed for one lane then while scheduling doctor shift it is considering all  lanes closed and gives error day is marked as holiday.

!image-20241204-144538.png|width=673,height=789,alt=""image-20241204-144538.png""!",Done,04/Dec/24 9:51 AM,Varun Kumar Tomar,63c4c124bfdb647eb1d94d1c,Prateek Ranjan,712020:235e328a-6dc5-4151-b96b-b6dfe5264a49,Medium,Done,17/Dec/24 10:43 AM,,,,09/Dec/24 12:00 AM,,Release_0014,,,
